time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-03-18T17:17:20+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:21+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:22+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:23+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:24+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:25+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:26+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:27+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:28+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:29+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:30+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:31+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:32+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:33+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:34+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:35+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:36+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:37+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:38+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:39+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:40+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:41+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:42+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:43+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:44+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:45+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:46+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:47+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:48+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:49+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:50+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:51+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:52+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:53+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:54+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:55+01:00,0.000000,0.000000,0.000000
2025-03-18T17:17:56+01:00,0.000000,0.000000,0.000000
